model,baseline_f1,tuned_f1,f1_improvement,f1_improvement_pct,baseline_roc_auc,tuned_roc_auc,roc_improvement,significant
logistic_regression,0.6197183098591549,0.6212121212121212,0.0014938113529663344,0.24104683195593124,0.8471167395640796,0.8472526869210799,0.00013594735700028782,False
random_forest,0.6212664277180406,0.5885486018641811,-0.03271782585385952,-5.266311584553926,0.838912839443557,0.8271089487347744,-0.011803890708782627,False
xgboost,0.606951871657754,0.5868102288021534,-0.020141642855600606,-3.318490937442567,0.8361468336030494,0.8356775537841731,-0.00046927981887634473,False
